,name,price,first name,last name,above_100
2528,Marcus Mejia,164.1050274,Marcus,Mejia,true
2529,Antonio Simon,103.8962515,Antonio,Simon,true
2530,Maria Mccall,244.0777072,Maria,Mccall,true
2531,Linda Robinson,33.16893391,Linda,Robinson,false
2532,Emily Rodriguez,124.8103967,Emily,Rodriguez,true
2533,Dr. Samantha Morrison,68.09438499,Dr.,Samantha Morrison,false
2534,Johnny Clark,11.42250221,Johnny,Clark,false
2535,Brandon Hanson,129.2842923,Brandon,Hanson,true
2536,Dana Mcclain,127.6452244,Dana,Mcclain,true
2537,Christine Ramos,94.47688435,Christine,Ramos,false
2538,Lisa Holloway MD,220.8854738,Lisa,Holloway MD,true
2539,Melissa Gibson,166.7242068,Melissa,Gibson,true
2540,Michael Fernandez,200.3551632,Michael,Fernandez,true
2541,Karen Woods,153.6317697,Karen,Woods,true
2542,Kimberly Stone,235.9922733,Kimberly,Stone,true
2543,Alexander Cook,214.5809698,Alexander,Cook,true
2544,Adam Jones,66.05270665,Adam,Jones,false
2545,Michelle Hale,160.332909,Michelle,Hale,true
2546,Dawn Perez,221.7845339,Dawn,Perez,true
2547,Michael Smith,269.7764571,Michael,Smith,true
2548,Pamela Willis,258.6407833,Pamela,Willis,true
2549,Tracy Coleman,65.24906648,Tracy,Coleman,false
2550,Amanda Jones,61.84863952,Amanda,Jones,false
2551,Alexis Bradford,184.4562198,Alexis,Bradford,true
2552,Eric Elliott,272.0600434,Eric,Elliott,true
2553,Richard Tucker,2.106609758,Richard,Tucker,false
2554,Elizabeth Andersen,7.886266805,Elizabeth,Andersen,false
2555,Rhonda White,221.1733665,Rhonda,White,true
2556,Annette Kaufman,200.003827,Annette,Kaufman,true
2557,Kenneth Brown,260.5486352,Kenneth,Brown,true
2558,Joshua Brown,151.7365522,Joshua,Brown,true
2559,Monique Thompson,229.1693307,Monique,Thompson,true
2560,Tammy Anderson,246.6641717,Tammy,Anderson,true
2561,Robert Foster,23.9205959,Robert,Foster,false
2562,Destiny Lutz,93.7962228,Destiny,Lutz,false
2563,Phillip White,252.4260402,Phillip,White,true
2564,Jeffrey Reeves,237.8640463,Jeffrey,Reeves,true
2565,Michelle Dodson,25.13036482,Michelle,Dodson,false
2566,Brandy Allen,141.1964105,Brandy,Allen,true
2567,Stephanie Decker,188.2798449,Stephanie,Decker,true
2568,Deborah Carter,157.0933645,Deborah,Carter,true
2569,Donna Lloyd,129.2668984,Donna,Lloyd,true
2570,Jason Brown,179.5356747,Jason,Brown,true
2571,Michelle Keller,255.2075003,Michelle,Keller,true
2572,Loretta Haynes,26.40453589,Loretta,Haynes,false
2573,Ryan Vaughn,174.7084888,Ryan,Vaughn,true
2574,Dan Smith,33.04343359,Dan,Smith,false
2575,Alex Brown,231.2045332,Alex,Brown,true
2576,Ethan Lee,22.86368908,Ethan,Lee,false
2577,Jose Martinez,72.80481604,Jose,Martinez,false
2578,Stacey Yates,196.3324196,Stacey,Yates,true
2579,Alejandra Strickland,238.5211626,Alejandra,Strickland,true
2580,Paula Gregory,63.86627777,Paula,Gregory,false
2581,Joseph Lozano,288.2552215,Joseph,Lozano,true
2582,Mr. Dean Thomas,291.9138486,Mr.,Dean Thomas,true
2583,Sue Lee,229.6867408,Sue,Lee,true
2584,Anna Long,282.5645113,Anna,Long,true
2585,Madison Richardson,231.6005976,Madison,Richardson,true
2586,Kelly Buchanan,190.7070828,Kelly,Buchanan,true
2587,Robert Brown,216.259389,Robert,Brown,true
2588,Felicia Sawyer,137.9030061,Felicia,Sawyer,true
2589,Julian Edwards,150.3449245,Julian,Edwards,true
2590,David Salazar,77.45842821,David,Salazar,false
2591,Annette Watson,76.7825944,Annette,Watson,false
2592,Joshua Williams,177.5164745,Joshua,Williams,true
2593,Daniel Yoder,119.2342859,Daniel,Yoder,true
2594,Daniel Nelson,98.27456386,Daniel,Nelson,false
2595,Gary White,271.019816,Gary,White,true
2596,Jason Campbell,273.3106244,Jason,Campbell,true
2597,Elizabeth Watson,86.42236772,Elizabeth,Watson,false
2598,Kenneth Wright,182.4366238,Kenneth,Wright,true
2599,Robert Perez,239.5851297,Robert,Perez,true
2600,David Clark,23.0325238,David,Clark,false
2601,Beverly Leon,106.1063763,Beverly,Leon,true
2602,Dr. Robert Wright,50.0234143,Dr.,Robert Wright,false
2603,James Thomas,86.77348735,James,Thomas,false
2604,Derrick Wells,181.4218065,Derrick,Wells,true
2605,Devin Neal,86.96007678,Devin,Neal,false
2606,Linda Baker,147.1263919,Linda,Baker,true
2607,Amanda Ray,137.8128328,Amanda,Ray,true
2608,Bruce Williams,71.30022792,Bruce,Williams,false
2609,Amy Castillo,249.5469844,Amy,Castillo,true
2610,Kyle Turner,161.1618002,Kyle,Turner,true
2611,Steven Mason,111.8827068,Steven,Mason,true
2612,Kimberly Kelly,240.4231917,Kimberly,Kelly,true
2613,Melissa Ellis,98.58946201,Melissa,Ellis,false
2614,Kelli Olson,237.5734494,Kelli,Olson,true
2615,Mark Mcmillan,214.1569316,Mark,Mcmillan,true
2616,Erin Bautista,77.6242888,Erin,Bautista,false
2617,Joseph Holt,84.95214506,Joseph,Holt,false
2618,Dean Foster,275.7451504,Dean,Foster,true
2619,Luis Smith,232.2317515,Luis,Smith,true
2620,Nicholas Hughes,119.2977956,Nicholas,Hughes,true
2621,Alexis Marshall,135.4593376,Alexis,Marshall,true
2622,Nathan Jones,156.5333442,Nathan,Jones,true
2623,Debra Jordan,96.86625469,Debra,Jordan,false
2624,Billy Rose,13.66865285,Billy,Rose,false
2625,Amber Stephens,288.2365496,Amber,Stephens,true
2626,Sandra Williamson DDS,58.32246701,Sandra,Williamson DDS,false
2627,Mikayla Wiggins,171.0312758,Mikayla,Wiggins,true
2628,Wesley Lowery,71.51598238,Wesley,Lowery,false
2629,Brandon Cruz,268.4069694,Brandon,Cruz,true
2630,Tracy York,133.9126496,Tracy,York,true
2631,Jessica Adams,169.2223021,Jessica,Adams,true
2632,Diana Flores,140.9103144,Diana,Flores,true
2633,Anthony Brooks,56.34749333,Anthony,Brooks,false
2634,Joan Cruz,153.9731859,Joan,Cruz,true
2635,Lauren Ray,235.5282522,Lauren,Ray,true
2636,Becky Reid,222.1800929,Becky,Reid,true
2637,Robert Fisher,174.6666517,Robert,Fisher,true
2638,Christopher Clark,206.7775415,Christopher,Clark,true
2639,Leah Palmer,82.10118057,Leah,Palmer,false
2640,Erin Campbell,223.7648021,Erin,Campbell,true
2641,Michael Smith,190.5819912,Michael,Smith,true
2642,Carolyn Gonzalez,35.19868853,Carolyn,Gonzalez,false
2643,Evan Jackson,250.4831534,Evan,Jackson,true
2644,Corey Mitchell,229.272452,Corey,Mitchell,true
2645,Wesley Shaw,78.19470358,Wesley,Shaw,false
2646,Angela Lopez,123.473429,Angela,Lopez,true
2647,Mariah Jones,7.586662029,Mariah,Jones,false
2648,Melissa Yates,191.7388305,Melissa,Yates,true
2649,Pamela Boyd,42.57642339,Pamela,Boyd,false
2650,Chad Hill MD,237.3886818,Chad,Hill MD,true
2651,Dalton Marshall,44.79388508,Dalton,Marshall,false
2652,Megan Davis,185.4160533,Megan,Davis,true
2653,Jay Hunt,11.93981724,Jay,Hunt,false
2654,Craig Brady,114.0308021,Craig,Brady,true
2655,James Cooper,162.9563775,James,Cooper,true
2656,Timothy Cabrera,246.8016085,Timothy,Cabrera,true
2657,Jeremy Lewis,3.085548783,Jeremy,Lewis,false
2658,Justin Kemp,238.3356701,Justin,Kemp,true
2659,Sean Roach,288.9094841,Sean,Roach,true
2660,Jeffery Steele,116.5865443,Jeffery,Steele,true
2661,Albert Sellers,70.52448058,Albert,Sellers,false
2662,Jennifer Snyder,252.1510533,Jennifer,Snyder,true
2663,John Scott,54.0948882,John,Scott,false
2664,Gabrielle Brown DVM,125.2778312,Gabrielle,Brown DVM,true
2665,Devon Ramsey,151.3679071,Devon,Ramsey,true
2666,Linda Palmer,259.9650837,Linda,Palmer,true
2667,Laura Vargas,19.47538112,Laura,Vargas,false
2668,Felicia Stewart,271.3900354,Felicia,Stewart,true
2669,Jennifer Garza,288.0417712,Jennifer,Garza,true
2670,Antonio Lewis,26.06155907,Antonio,Lewis,false
2671,Andrew Nielsen,249.5687264,Andrew,Nielsen,true
2672,Lindsay Carpenter,84.75981129,Lindsay,Carpenter,false
2673,Chris Stewart,75.24103915,Chris,Stewart,false
2674,Robert Moore,263.4141129,Robert,Moore,true
2675,Timothy Ray,141.8626914,Timothy,Ray,true
2676,Scott Day,198.0654936,Scott,Day,true
2677,Nathaniel Armstrong,20.87450709,Nathaniel,Armstrong,false
2678,Amanda Brown,212.9058973,Amanda,Brown,true
2679,Larry Wilson,182.0331257,Larry,Wilson,true
2680,Joshua Thompson,69.44828294,Joshua,Thompson,false
2681,Kim Howell,36.96354785,Kim,Howell,false
2682,Kristin Lindsey,64.39004043,Kristin,Lindsey,false
2683,Erin Flowers,193.6398263,Erin,Flowers,true
2684,Samuel Anderson,262.2680717,Samuel,Anderson,true
2685,Jennifer Burke DDS,274.3026974,Jennifer,Burke DDS,true
2686,Kelly Douglas,34.36564262,Kelly,Douglas,false
2687,Nancy Marshall,267.3828578,Nancy,Marshall,true
2688,Jorge Johnson,116.1714636,Jorge,Johnson,true
2689,Amy French,165.8016929,Amy,French,true
2690,Virginia Chambers DDS,89.89633639,Virginia,Chambers DDS,false
2691,Mary Pollard,158.0790313,Mary,Pollard,true
2692,Edward Norris,26.97375079,Edward,Norris,false
2693,Deborah Bailey,234.6758898,Deborah,Bailey,true
2694,Jennifer Jones,165.0022525,Jennifer,Jones,true
2695,Sonya Griffith,138.6171528,Sonya,Griffith,true
2696,Patrick Gallagher,104.1610535,Patrick,Gallagher,true
2697,Jonathan Miller,98.37584933,Jonathan,Miller,false
2698,Heather Ballard,284.5814233,Heather,Ballard,true
2699,Andre Manning,194.9905545,Andre,Manning,true
2700,Ashley Soto,79.2445099,Ashley,Soto,false
2701,Dr. Elizabeth Clark,269.4168408,Dr.,Elizabeth Clark,true
2702,Patricia Young,130.6553075,Patricia,Young,true
2703,Marisa Campbell,84.44272785,Marisa,Campbell,false
2704,Timothy Davis,171.1168554,Timothy,Davis,true
2705,Mitchell Ibarra,161.7834286,Mitchell,Ibarra,true
2706,Chelsea Chen,36.22563908,Chelsea,Chen,false
2707,Paul Taylor,69.55631424,Paul,Taylor,false
2708,Henry Roach,1.959007179,Henry,Roach,false
2709,Thomas Mcclain,299.1307739,Thomas,Mcclain,true
2710,Dennis Williams,275.2683661,Dennis,Williams,true
2711,Paul Stein,102.8911782,Paul,Stein,true
2712,Susan Christensen,37.48220654,Susan,Christensen,false
2713,Crystal Brown,16.57201119,Crystal,Brown,false
2714,Crystal Lowe,144.5014692,Crystal,Lowe,true
2715,Brian Baker,74.18584275,Brian,Baker,false
2716,Molly Fischer,10.65318304,Molly,Fischer,false
2717,Karen Morton,126.9280583,Karen,Morton,true
2718,Mark Green,123.1451656,Mark,Green,true
2719,Karen Davis,108.2090437,Karen,Davis,true
2720,Joanna Figueroa,187.2572904,Joanna,Figueroa,true
2721,Paula Barker,102.0455125,Paula,Barker,true
2722,Adam White,23.99088409,Adam,White,false
2723,Melinda Fitzpatrick,295.4867362,Melinda,Fitzpatrick,true
2724,Joseph Perry,81.57617561,Joseph,Perry,false
2725,Victoria Moore,228.8735816,Victoria,Moore,true
2726,Heather Herman,61.0629953,Heather,Herman,false
2727,Timothy Clark,146.9213215,Timothy,Clark,true
2728,Nathaniel Wells,20.65123885,Nathaniel,Wells,false
2729,Cindy Pitts,60.39039483,Cindy,Pitts,false
2730,Travis Johnson,98.5076599,Travis,Johnson,false
2731,Nichole Townsend,245.1680542,Nichole,Townsend,true
2732,Jessica Allen,137.7334625,Jessica,Allen,true
2733,Charles Wright,99.76504328,Charles,Wright,false
2734,Laura Lopez,7.703221405,Laura,Lopez,false
2735,Julie Castillo,211.5372125,Julie,Castillo,true
2736,Robert Young,267.4230523,Robert,Young,true
2737,Randy Bauer,54.47848217,Randy,Bauer,false
2738,Joel Webb,254.011257,Joel,Webb,true
2739,Christopher Bright,229.0627694,Christopher,Bright,true
2740,Maria Reyes,245.7685786,Maria,Reyes,true
2741,Christopher Larson,255.8959554,Christopher,Larson,true
2742,Evan Richardson,199.7802439,Evan,Richardson,true
2743,Brittany Salinas,106.0009251,Brittany,Salinas,true
2744,Theodore Schultz,66.3966506,Theodore,Schultz,false
2745,Allen Hall,248.783453,Allen,Hall,true
2746,Mark Bailey,146.1999589,Mark,Bailey,true
2747,Ashley Barton,184.837686,Ashley,Barton,true
2748,Melissa Reid,164.9964809,Melissa,Reid,true
2749,Kevin Frazier,188.9327571,Kevin,Frazier,true
2750,Jacqueline Russell,182.9477248,Jacqueline,Russell,true
2751,Jeremy Davidson,238.4692929,Jeremy,Davidson,true
2752,Vincent Taylor,19.99434316,Vincent,Taylor,false
2753,Daniel Alexander,257.703959,Daniel,Alexander,true
2754,Katherine Brooks,16.25110869,Katherine,Brooks,false
2755,Donna Malone,263.6211952,Donna,Malone,true
2756,Sarah Carlson,155.112039,Sarah,Carlson,true
2757,Stephen Stafford,86.76268915,Stephen,Stafford,false
2758,Molly Grant,114.8491929,Molly,Grant,true
2759,Vanessa Chase,7.770786949,Vanessa,Chase,false
2760,Katrina Miller,247.2659961,Katrina,Miller,true
2761,Karen Hancock,282.6177794,Karen,Hancock,true
2762,Raymond Brooks,204.8726848,Raymond,Brooks,true
2763,Amanda Reynolds,90.21503715,Amanda,Reynolds,false
2764,Sandra Marquez,138.1701187,Sandra,Marquez,true
2765,Eric Gregory,24.92979482,Eric,Gregory,false
2766,Mary Allen,255.2531379,Mary,Allen,true
2767,Michael Santos,193.4995193,Michael,Santos,true
2768,Ronnie Ali,229.6159426,Ronnie,Ali,true
2769,Mr. Jeff Wilson,114.6760877,Mr.,Jeff Wilson,true
2770,John Richardson,207.195461,John,Richardson,true
2771,Reginald Barnes,46.8780625,Reginald,Barnes,false
2772,Joseph Beasley,298.3722237,Joseph,Beasley,true
2773,Kyle Brown,106.8841519,Kyle,Brown,true
2774,Ruth Ballard,299.9455478,Ruth,Ballard,true
2775,Michael Bradley,203.917107,Michael,Bradley,true
2776,Derek Sandoval,143.0956665,Derek,Sandoval,true
2777,Kayla Brown,123.1057042,Kayla,Brown,true
2778,Rodney Harrison,118.4162955,Rodney,Harrison,true
2779,Whitney Sims,284.5855067,Whitney,Sims,true
2780,Carly Wagner,212.8393181,Carly,Wagner,true
2781,Brett House,193.7238018,Brett,House,true
2782,Robert Weaver,109.6290182,Robert,Weaver,true
2783,Steve Gonzalez,146.1933084,Steve,Gonzalez,true
2784,David Fisher,290.1779819,David,Fisher,true
2785,Leonard King,24.0939262,Leonard,King,false
2786,Beth Martinez,23.52767675,Beth,Martinez,false
2787,Elizabeth Lewis,173.6053214,Elizabeth,Lewis,true
2788,Nicole Small,159.8582487,Nicole,Small,true
2789,Anthony Cline,250.2882021,Anthony,Cline,true
2790,Spencer Ware,159.5202685,Spencer,Ware,true
2791,Willie Erickson,116.3402762,Willie,Erickson,true
2792,Brent Moore,155.6385418,Brent,Moore,true
2793,Maria Hunt,285.7458256,Maria,Hunt,true
2794,Robert Howard,174.4724454,Robert,Howard,true
2795,Katherine Smith,96.91551318,Katherine,Smith,false
2796,Mrs. Andrea Meza,143.0006511,Mrs.,Andrea Meza,true
2797,Nathan Crane,83.56558574,Nathan,Crane,false
2798,Dr. Douglas Delgado DDS,85.5223837,Dr.,Douglas Delgado DDS,false
2799,Mariah Garrison,192.7734629,Mariah,Garrison,true
2800,Dennis Perez,138.2202857,Dennis,Perez,true
2801,Veronica Berry,248.7978665,Veronica,Berry,true
2802,Kristine Holland,248.5495161,Kristine,Holland,true
2803,Daniel Nguyen,282.2088346,Daniel,Nguyen,true
2804,Kelly Gregory,159.7472068,Kelly,Gregory,true
2805,Shawn Brown,181.3796777,Shawn,Brown,true
2806,Danielle George,274.2446679,Danielle,George,true
2807,Tiffany Brown,276.1991426,Tiffany,Brown,true
2808,Alice Freeman,137.1583738,Alice,Freeman,true
2809,Daniel Brown,112.7636937,Daniel,Brown,true
2810,Jessica Hopkins,122.3518376,Jessica,Hopkins,true
2811,April Bryant,266.6719848,April,Bryant,true
2812,Christopher Miller,158.2431072,Christopher,Miller,true
2813,Duane Smith,195.3278749,Duane,Smith,true
2814,Madeline Sandoval,121.1743498,Madeline,Sandoval,true
2815,Dr. Victoria Kirk,3.666987419,Dr.,Victoria Kirk,false
2816,Paul Davis,252.5040028,Paul,Davis,true
2817,Robert Dickerson,11.98827381,Robert,Dickerson,false
2818,Kevin Lambert Jr.,4.531036969,Kevin,Lambert Jr.,false
2819,Sheila Morton,170.343201,Sheila,Morton,true
2820,Leonard Martinez,93.22430955,Leonard,Martinez,false
2821,Melanie Dennis,209.669112,Melanie,Dennis,true
2822,Melissa Cline,107.4820325,Melissa,Cline,true
2823,Timothy Williams,258.0104815,Timothy,Williams,true
2824,Kimberly Anderson,87.97839743,Kimberly,Anderson,false
2825,Sarah Simmons,244.2757279,Sarah,Simmons,true
2826,Michael Bryan,233.2848903,Michael,Bryan,true
2827,Peter Lopez DVM,140.0412394,Peter,Lopez DVM,true
2828,Philip Oliver,21.30464474,Philip,Oliver,false
2829,Sara Hodges,277.3543759,Sara,Hodges,true
2830,Richard Hicks,73.36766831,Richard,Hicks,false
2831,Michael Brown,37.87051913,Michael,Brown,false
2832,Destiny Roy,223.4763302,Destiny,Roy,true
2833,Kimberly Baker,80.46348769,Kimberly,Baker,false
2834,Jamie Higgins,69.03028233,Jamie,Higgins,false
2835,Preston Ferguson III,221.4249566,Preston,Ferguson III,true
2836,Rachel Montgomery,29.08534279,Rachel,Montgomery,false
2837,Rebecca Walls,215.2717793,Rebecca,Walls,true
2838,Mr. Matthew Collins,238.6680373,Mr.,Matthew Collins,true
2839,Thomas Forbes,72.71031133,Thomas,Forbes,false
2840,Caitlin Shelton,220.3252086,Caitlin,Shelton,true
2841,Robert Stephens,3.606464206,Robert,Stephens,false
2842,Jennifer Lin,192.9587531,Jennifer,Lin,true
2843,Diana Carney,97.78448666,Diana,Carney,false
2844,Kevin Mayo,51.803837,Kevin,Mayo,false
2845,Nicholas West,16.2045173,Nicholas,West,false
2846,Mitchell Kelley,13.07861103,Mitchell,Kelley,false
2847,Andre Boyd,253.5211663,Andre,Boyd,true
2848,James Knight,22.56984826,James,Knight,false
2849,Andrew Lee,70.51262949,Andrew,Lee,false
2850,David Clay MD,236.9824129,David,Clay MD,true
2851,Craig Mitchell,166.2891034,Craig,Mitchell,true
2852,Jennifer Evans,2.977011972,Jennifer,Evans,false
2853,Scott Schroeder,236.1997291,Scott,Schroeder,true
2854,Kathleen Gallagher DVM,291.677987,Kathleen,Gallagher DVM,true
2855,Benjamin Davis,51.11857044,Benjamin,Davis,false
2856,Luis Mathis,299.1938817,Luis,Mathis,true
2857,Rachel Thomas,161.3312866,Rachel,Thomas,true
2858,Erin Henry,11.73608077,Erin,Henry,false
2859,Daniel Chen,254.1665472,Daniel,Chen,true
2860,Katie Parker,13.94906194,Katie,Parker,false
2861,Melissa Robinson,205.8781089,Melissa,Robinson,true
2862,Samuel Dalton,14.08357426,Samuel,Dalton,false
2863,Nicole Jones,51.59257197,Nicole,Jones,false
2864,James Baker,170.9273169,James,Baker,true
2865,Amanda Hopkins,200.6433574,Amanda,Hopkins,true
2866,Eric Rodriguez,103.935463,Eric,Rodriguez,true
2867,Rebecca Gallagher MD,221.5435451,Rebecca,Gallagher MD,true
2868,Paul Daniels,232.54837,Paul,Daniels,true
2869,Stephanie Green,2.663967786,Stephanie,Green,false
2870,Beth Stone,35.23893288,Beth,Stone,false
2871,Paul King,188.565175,Paul,King,true
2872,Lauren Kelly,13.00123524,Lauren,Kelly,false
2873,Laura Pierce,16.16340439,Laura,Pierce,false
2874,Heather Bennett,255.1741149,Heather,Bennett,true
2875,Joshua King,107.3590127,Joshua,King,true
2876,Jasmine Flores,289.7696566,Jasmine,Flores,true
2877,Sarah Chandler,55.24485998,Sarah,Chandler,false
2878,Denise Miller,158.8641339,Denise,Miller,true
2879,Randy Moyer,125.9683245,Randy,Moyer,true
2880,Megan Perry,287.0921961,Megan,Perry,true
2881,David Weber,140.9446241,David,Weber,true
2882,Michael Hoffman,145.2717633,Michael,Hoffman,true
2883,Amy Townsend,217.5922091,Amy,Townsend,true
2884,Martin Larson,171.9356768,Martin,Larson,true
2885,Savannah Hampton,245.2155175,Savannah,Hampton,true
2886,Amanda Chavez,4.068803173,Amanda,Chavez,false
2887,Tina Campos,292.1002,Tina,Campos,true
2888,Crystal Blake,227.6330391,Crystal,Blake,true
2889,Beth Morales,229.9794474,Beth,Morales,true
2890,Mark Johnson,177.5476557,Mark,Johnson,true
2891,Emily Kramer,249.9598475,Emily,Kramer,true
2892,Scott Jackson,200.6486534,Scott,Jackson,true
2893,Kayla Stanley,39.11623892,Kayla,Stanley,false
2894,Heather Combs,75.68140908,Heather,Combs,false
2895,Samantha Watson,209.2371767,Samantha,Watson,true
2896,John Taylor,162.383985,John,Taylor,true
2897,Kristen Waller,203.3026259,Kristen,Waller,true
2898,Robert Chang,59.64579395,Robert,Chang,false
2899,Elizabeth Berry,48.18828909,Elizabeth,Berry,false
2900,Leslie Estes,160.479494,Leslie,Estes,true
2901,Joseph Wilson,265.8405526,Joseph,Wilson,true
2902,Austin Ramirez,212.7036289,Austin,Ramirez,true
2903,Amanda Evans,148.0328505,Amanda,Evans,true
2904,Stephanie Martinez,167.4969941,Stephanie,Martinez,true
2905,Trevor Valenzuela,233.3832548,Trevor,Valenzuela,true
2906,Jaime Perez,142.8424681,Jaime,Perez,true
2907,Randy Stone,126.8086391,Randy,Stone,true
2908,Elizabeth Delgado,287.0605845,Elizabeth,Delgado,true
2909,Anthony Scott,103.2864364,Anthony,Scott,true
2910,Cody Johnson,170.0586264,Cody,Johnson,true
2911,Bryan Hall,260.9082222,Bryan,Hall,true
2912,Sergio Day,276.6420591,Sergio,Day,true
2913,Nicole Wiggins,65.95568043,Nicole,Wiggins,false
2914,Kathleen Turner,262.1049741,Kathleen,Turner,true
2915,Joshua Holland,299.5158411,Joshua,Holland,true
2916,Jessica Miller,124.4215151,Jessica,Miller,true
2917,Alex Moore,142.418239,Alex,Moore,true
2918,Julie Boyd,39.18863723,Julie,Boyd,false
2919,Tara Barnes,128.8918058,Tara,Barnes,true
2920,Heather Brown,186.7113016,Heather,Brown,true
2921,Michelle Gutierrez PhD,46.66502067,Michelle,Gutierrez PhD,false
2922,Tiffany Brown,45.12432917,Tiffany,Brown,false
2923,Alicia Todd,205.8706229,Alicia,Todd,true
2924,Annette Morris,17.24911997,Annette,Morris,false
2925,Lindsey Hines,117.8079689,Lindsey,Hines,true
2926,Logan Watkins,52.1715902,Logan,Watkins,false
2927,John Harmon,154.808761,John,Harmon,true
2928,Alexis Williams,223.4977047,Alexis,Williams,true
2929,Andrea Oliver,115.6428501,Andrea,Oliver,true
2930,Darrell Smith,57.00665127,Darrell,Smith,false
2931,Patrick Hendrix,9.994643513,Patrick,Hendrix,false
2932,Matthew Bruce,257.3743579,Matthew,Bruce,true
2933,Steven Ortiz,227.2720735,Steven,Ortiz,true
2934,Jimmy Navarro,164.9602355,Jimmy,Navarro,true
2935,Anthony Friedman,17.753192,Anthony,Friedman,false
2936,Michael Barrett,39.21052339,Michael,Barrett,false
2937,Catherine Taylor,55.50357069,Catherine,Taylor,false
2938,John Ross,226.0656937,John,Ross,true
2939,Michael Austin,67.81751254,Michael,Austin,false
2940,Troy Warren,111.3394845,Troy,Warren,true
2941,Alicia Ruiz,164.6026773,Alicia,Ruiz,true
2942,Dana Santos,295.9934887,Dana,Santos,true
2943,Christian Porter,145.4184193,Christian,Porter,true
2944,Emily Ramos,63.74626361,Emily,Ramos,false
2945,Lisa Marquez,227.0754835,Lisa,Marquez,true
2946,Sergio Hughes,240.3088336,Sergio,Hughes,true
2947,Angela Fischer,44.62116994,Angela,Fischer,false
2948,Lance Weaver,23.27390372,Lance,Weaver,false
2949,Dawn Ward,201.1261376,Dawn,Ward,true
2950,Norman Simpson,219.3829512,Norman,Simpson,true
2951,Suzanne Haas,268.8430172,Suzanne,Haas,true
2952,Lisa Craig,32.20190241,Lisa,Craig,false
2953,Joseph Summers,234.3983114,Joseph,Summers,true
2954,Carl Decker,29.47284095,Carl,Decker,false
2955,Sandra Pollard,206.4794457,Sandra,Pollard,true
2956,Cameron Nielsen,160.9221115,Cameron,Nielsen,true
2957,Frank Jones,95.72477062,Frank,Jones,false
2958,James Jordan,298.5896987,James,Jordan,true
2959,Destiny Rojas,89.6838838,Destiny,Rojas,false
2960,Lisa Clark,273.5127708,Lisa,Clark,true
2961,Lori Valdez,111.5501182,Lori,Valdez,true
2962,Danny Lewis,224.4037909,Danny,Lewis,true
2963,Jennifer Martin,87.64623687,Jennifer,Martin,false
2964,Richard Bauer,164.2209518,Richard,Bauer,true
2965,Alicia Ferrell,169.3028425,Alicia,Ferrell,true
2966,Grant Hall,.558640768,Grant,Hall,false
2967,Elizabeth Hill,237.8971597,Elizabeth,Hill,true
2968,Jacqueline Brown,267.5073581,Jacqueline,Brown,true
2969,Tiffany Barron,185.2634793,Tiffany,Barron,true
2970,Arthur Chandler,226.5972173,Arthur,Chandler,true
2971,Mark Bowman,180.1064676,Mark,Bowman,true
2972,Dr. Shannon Jackson,131.2304203,Dr.,Shannon Jackson,true
2973,Kelly Johnson,124.1633799,Kelly,Johnson,true
2974,Brian Contreras,60.52315419,Brian,Contreras,false
2975,John Dixon,183.4615101,John,Dixon,true
2976,Tamara Wilson,5.006903718,Tamara,Wilson,false
2977,Christina Bishop,197.7689034,Christina,Bishop,true
2978,Jennifer Smith,169.7637516,Jennifer,Smith,true
2979,Denise Clark,270.0765365,Denise,Clark,true
2980,Ms. Angela Peterson MD,194.5922004,Ms.,Angela Peterson MD,true
2981,Amy Mills,132.6708938,Amy,Mills,true
2982,Stephanie Spears,128.7858904,Stephanie,Spears,true
2983,Alexandra Lawrence,112.3894586,Alexandra,Lawrence,true
2984,Joe Powell,18.98297458,Joe,Powell,false
2985,Matthew Diaz,124.6120874,Matthew,Diaz,true
2986,Joshua Sanchez,147.1338779,Joshua,Sanchez,true
2987,Joseph Herring,262.3721841,Joseph,Herring,true
2988,Billy Riley,141.1891526,Billy,Riley,true
2989,Cheryl Crosby,128.6964315,Cheryl,Crosby,true
2990,Jeanne Brown,79.06627536,Jeanne,Brown,false
2991,Rebecca Clarke,174.5418573,Rebecca,Clarke,true
2992,Ronald Hudson,240.1683659,Ronald,Hudson,true
2993,Derek Wolf,136.9987139,Derek,Wolf,true
2994,Jennifer Lee,168.4130662,Jennifer,Lee,true
2995,Dr. Courtney Copeland DVM,205.9871436,Dr.,Courtney Copeland DVM,true
2996,Kevin Boyd,276.0430518,Kevin,Boyd,true
2997,Christopher Harrell,47.54869596,Christopher,Harrell,false
2998,Terri Schultz,95.12922836,Terri,Schultz,false
2999,Jonathan Brooks,113.4023205,Jonathan,Brooks,true
3000,Gregory Yoder,66.72888226,Gregory,Yoder,false
3001,Tammy Welch,243.6807885,Tammy,Welch,true
3002,Jennifer Doyle,125.0829471,Jennifer,Doyle,true
3003,Michelle Moore,139.8526401,Michelle,Moore,true
3004,Mr. Matthew Bennett,31.24445141,Mr.,Matthew Bennett,false
3005,Valerie Bishop,141.0465529,Valerie,Bishop,true
3006,Olivia Moore,182.7722633,Olivia,Moore,true
3007,Rachel Lynch,11.16873089,Rachel,Lynch,false
3008,Victoria Carroll,100.400948,Victoria,Carroll,true
3009,Richard Duffy,192.8278578,Richard,Duffy,true
3010,Harold Rowe,4.973566675,Harold,Rowe,false
3011,Jasmine Bailey,240.1984741,Jasmine,Bailey,true
